RELEASE,FIGURE,SETTING,INDICATOR,GROUP,SUBGROUP,TIME,START_TIME,END_TIME,VALUE,MEASURE
5 2022,1,ED,Stimulants,Age,16-34 Years,9,09/01/2020,09/30/2020,2.018993494,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,9,09/01/2020,09/30/2020,4.696029313,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,9,09/01/2020,09/30/2020,0.538398265,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,10,10/01/2020,10/31/2020,32.396741666,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,10,10/01/2020,10/31/2020,2.540639466,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,10,10/01/2020,10/31/2020,1.826533175,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,10,10/01/2020,10/31/2020,4.67578139,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,10,10/01/2020,10/31/2020,0.61004055,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,11,11/01/2020,11/30/2020,33.949112516,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,11,11/01/2020,11/30/2020,2.315837587,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,11,11/01/2020,11/30/2020,1.889235926,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,11,11/01/2020,11/30/2020,4.742134532,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,11,11/01/2020,11/30/2020,0.537061019,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,12,12/01/2020,12/31/2020,32.449035489,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,12,12/01/2020,12/31/2020,2.222483077,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,12,12/01/2020,12/31/2020,1.909457292,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,12,12/01/2020,12/31/2020,4.429314865,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,12,12/01/2020,12/31/2020,0.508666901,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,13,01/01/2021,01/31/2021,32.195486581,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,13,01/01/2021,01/31/2021,2.416886168,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,13,01/01/2021,01/31/2021,1.979070264,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,13,01/01/2021,01/31/2021,4.730547448,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,13,01/01/2021,01/31/2021,0.494767566,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,14,02/01/2021,02/28/2021,33.525304722,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,14,02/01/2021,02/28/2021,2.4022721,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,14,02/01/2021,02/28/2021,2.074868841,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,14,02/01/2021,02/28/2021,4.824267287,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,14,02/01/2021,02/28/2021,0.662695752,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,15,03/01/2021,03/31/2021,33.562618596,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,15,03/01/2021,03/31/2021,2.40580103,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,15,03/01/2021,03/31/2021,2.202493901,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,15,03/01/2021,03/31/2021,5.160612632,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,15,03/01/2021,03/31/2021,0.616698292,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,16,04/01/2021,04/30/2021,31.903633235,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,16,04/01/2021,04/30/2021,2.061755252,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,16,04/01/2021,04/30/2021,1.795512841,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,16,04/01/2021,04/30/2021,4.672229618,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,16,04/01/2021,04/30/2021,0.493522517,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,17,05/01/2021,05/31/2021,31.746731769,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,17,05/01/2021,05/31/2021,1.943613167,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,17,05/01/2021,05/31/2021,1.631753032,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,17,05/01/2021,05/31/2021,4.59599937,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,17,05/01/2021,05/31/2021,0.45046464,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,18,06/01/2021,06/30/2021,32.015973125,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,18,06/01/2021,06/30/2021,1.993471302,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,18,06/01/2021,06/30/2021,1.768453079,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,18,06/01/2021,06/30/2021,4.525718632,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,18,06/01/2021,06/30/2021,0.443697905,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,19,07/01/2021,07/31/2021,30.875604614,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,19,07/01/2021,07/31/2021,2.040183555,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,19,07/01/2021,07/31/2021,1.58749845,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,19,07/01/2021,07/31/2021,4.210591591,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,19,07/01/2021,07/31/2021,0.387572864,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,20,08/01/2021,08/31/2021,29.616766829,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,20,08/01/2021,08/31/2021,1.772717664,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,20,08/01/2021,08/31/2021,1.660979072,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,20,08/01/2021,08/31/2021,3.382357382,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,20,08/01/2021,08/31/2021,0.365415396,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,21,09/01/2021,09/30/2021,28.53652345,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,21,09/01/2021,09/30/2021,1.945167227,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,21,09/01/2021,09/30/2021,1.567557276,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,21,09/01/2021,09/30/2021,2.002284699,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,21,09/01/2021,09/30/2021,0.428381037,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,22,10/01/2021,10/31/2021,28.963454713,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,22,10/01/2021,10/31/2021,2.02773761,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,22,10/01/2021,10/31/2021,1.544629946,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,22,10/01/2021,10/31/2021,2.113185224,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,22,10/01/2021,10/31/2021,0.466675431,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,23,11/01/2021,11/30/2021,28.909605112,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,23,11/01/2021,11/30/2021,1.812087567,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,23,11/01/2021,11/30/2021,1.316294822,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,23,11/01/2021,11/30/2021,2.150762892,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,23,11/01/2021,11/30/2021,0.328200831,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,24,12/01/2021,12/31/2021,26.720547094,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,24,12/01/2021,12/31/2021,1.405035748,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,24,12/01/2021,12/31/2021,1.016474977,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,24,12/01/2021,12/31/2021,1.759403171,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,24,12/01/2021,12/31/2021,0.205160087,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,25,01/01/2022,01/31/2022,28.531726101,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,25,01/01/2022,01/31/2022,1.483341704,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,25,01/01/2022,01/31/2022,1.08823037,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,25,01/01/2022,01/31/2022,1.948769463,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,25,01/01/2022,01/31/2022,0.298007701,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,26,02/01/2022,02/28/2022,27.554512176,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,26,02/01/2022,02/28/2022,1.484163616,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,26,02/01/2022,02/28/2022,1.261340124,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,26,02/01/2022,02/28/2022,2.160592074,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,26,02/01/2022,02/28/2022,0.250676428,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,27,03/01/2022,03/31/2022,28.227755016,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,27,03/01/2022,03/31/2022,1.495255104,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,27,03/01/2022,03/31/2022,1.162587106,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,27,03/01/2022,03/31/2022,2.304163603,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,27,03/01/2022,03/31/2022,0.234618482,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,28,04/01/2022,04/30/2022,27.786916804,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,28,04/01/2022,04/30/2022,1.375520633,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,28,04/01/2022,04/30/2022,1.253018795,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,28,04/01/2022,04/30/2022,2.338035071,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,28,04/01/2022,04/30/2022,0.16800252,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,29,05/01/2022,05/31/2022,26.560049208,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,29,05/01/2022,05/31/2022,1.270182992,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,29,05/01/2022,05/31/2022,1.214823927,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,29,05/01/2022,05/31/2022,2.208211595,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,29,05/01/2022,05/31/2022,0.249115793,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,30,06/01/2022,06/30/2022,26.754102597,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,30,06/01/2022,06/30/2022,1.285695826,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,30,06/01/2022,06/30/2022,1.227548779,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,30,06/01/2022,06/30/2022,2.203127019,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,30,06/01/2022,06/30/2022,0.180901925,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,31,07/01/2022,07/31/2022,26.321609584,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,31,07/01/2022,07/31/2022,1.459069267,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,31,07/01/2022,07/31/2022,1.099677469,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,31,07/01/2022,07/31/2022,2.159422516,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,31,07/01/2022,07/31/2022,0.172016587,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,32,08/01/2022,08/31/2022,26.761731585,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,32,08/01/2022,08/31/2022,1.419593582,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,32,08/01/2022,08/31/2022,1.132484767,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,32,08/01/2022,08/31/2022,2.146935911,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,32,08/01/2022,08/31/2022,0.20097617,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,33,09/01/2022,09/30/2022,27.882356833,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,33,09/01/2022,09/30/2022,1.38286962,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,33,09/01/2022,09/30/2022,1.055347868,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,33,09/01/2022,09/30/2022,2.180170047,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,33,09/01/2022,09/30/2022,0.152181824,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,34,10/01/2022,10/31/2022,25.937757286,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,34,10/01/2022,10/31/2022,1.218508151,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,34,10/01/2022,10/31/2022,1.011032439,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,34,10/01/2022,10/31/2022,2.545694056,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,34,10/01/2022,10/31/2022,0.174543059,Percent
5 2022,1,ED,All Drugs,Age,16-34 Years,35,11/01/2022,11/30/2022,25.211766518,Percent
5 2022,1,ED,All Opioids,Age,16-34 Years,35,11/01/2022,11/30/2022,1.197443401,Percent
5 2022,1,ED,Stimulants,Age,16-34 Years,35,11/01/2022,11/30/2022,1.054982289,Percent
5 2022,1,ED,Cannabis,Age,16-34 Years,35,11/01/2022,11/30/2022,2.429539504,Percent
5 2022,1,ED,Benzodiazepine,Age,16-34 Years,35,11/01/2022,11/30/2022,0.188664716,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,1,01/01/2020,01/31/2020,43.249490143,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,1,01/01/2020,01/31/2020,3.093133923,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,1,01/01/2020,01/31/2020,2.970768185,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,1,01/01/2020,01/31/2020,3.096532971,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,1,01/01/2020,01/31/2020,0.808973487,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,2,02/01/2020,02/29/2020,43.724667312,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,2,02/01/2020,02/29/2020,3.414756627,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,2,02/01/2020,02/29/2020,3.192367015,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,2,02/01/2020,02/29/2020,3.163671581,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,2,02/01/2020,02/29/2020,0.88597152,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,3,03/01/2020,03/31/2020,43.016390896,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,3,03/01/2020,03/31/2020,3.146119786,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,3,03/01/2020,03/31/2020,3.219917657,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,3,03/01/2020,03/31/2020,2.893653383,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,3,03/01/2020,03/31/2020,0.811776587,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,4,04/01/2020,04/30/2020,44.06710786,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,4,04/01/2020,04/30/2020,3.384418902,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,4,04/01/2020,04/30/2020,3.494717288,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,4,04/01/2020,04/30/2020,2.798095902,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,4,04/01/2020,04/30/2020,0.702426564,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,5,05/01/2020,05/31/2020,45.173554535,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,5,05/01/2020,05/31/2020,3.959907174,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,5,05/01/2020,05/31/2020,3.594529206,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,5,05/01/2020,05/31/2020,2.878585889,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,5,05/01/2020,05/31/2020,0.962820323,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,6,06/01/2020,06/30/2020,44.603309291,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,6,06/01/2020,06/30/2020,3.462028002,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,6,06/01/2020,06/30/2020,3.190496394,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,6,06/01/2020,06/30/2020,2.952906237,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,6,06/01/2020,06/30/2020,0.890963089,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,7,07/01/2020,07/31/2020,42.850541071,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,7,07/01/2020,07/31/2020,3.042322948,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,7,07/01/2020,07/31/2020,2.826664613,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,7,07/01/2020,07/31/2020,2.768898987,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,7,07/01/2020,07/31/2020,0.916547926,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,8,08/01/2020,08/31/2020,44.306277489,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,8,08/01/2020,08/31/2020,3.278688525,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,8,08/01/2020,08/31/2020,2.946821271,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,8,08/01/2020,08/31/2020,3.302678928,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,8,08/01/2020,08/31/2020,0.763694522,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,9,09/01/2020,09/30/2020,45.044325869,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,9,09/01/2020,09/30/2020,3.281374732,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,9,09/01/2020,09/30/2020,3.138523591,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,9,09/01/2020,09/30/2020,3.230956682,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,9,09/01/2020,09/30/2020,0.684845175,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,10,10/01/2020,10/31/2020,45.833165017,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,10,10/01/2020,10/31/2020,3.268026661,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,10,10/01/2020,10/31/2020,3.078166027,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,10,10/01/2020,10/31/2020,3.381135124,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,10,10/01/2020,10/31/2020,0.872551,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,11,11/01/2020,11/30/2020,45.947102628,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,11,11/01/2020,11/30/2020,3.286827014,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,11,11/01/2020,11/30/2020,2.957288368,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,11,11/01/2020,11/30/2020,3.462295643,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,11,11/01/2020,11/30/2020,0.958657879,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,12,12/01/2020,12/31/2020,44.148442118,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,12,12/01/2020,12/31/2020,3.246643587,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,12,12/01/2020,12/31/2020,2.887781812,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,12,12/01/2020,12/31/2020,3.280418813,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,12,12/01/2020,12/31/2020,0.873933969,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,13,01/01/2021,01/31/2021,44.115251871,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,13,01/01/2021,01/31/2021,3.346647536,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,13,01/01/2021,01/31/2021,2.951099391,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,13,01/01/2021,01/31/2021,3.48237484,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,13,01/01/2021,01/31/2021,0.798852135,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,14,02/01/2021,02/28/2021,44.711914487,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,14,02/01/2021,02/28/2021,3.085078648,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,14,02/01/2021,02/28/2021,2.793951508,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,14,02/01/2021,02/28/2021,3.649952203,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,14,02/01/2021,02/28/2021,0.76475189,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,15,03/01/2021,03/31/2021,45.877298764,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,15,03/01/2021,03/31/2021,3.342628882,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,15,03/01/2021,03/31/2021,3.312481158,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,15,03/01/2021,03/31/2021,4.088785047,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,15,03/01/2021,03/31/2021,0.806451613,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,16,04/01/2021,04/30/2021,45.403992045,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,16,04/01/2021,04/30/2021,3.086101495,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,16,04/01/2021,04/30/2021,3.097149591,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,16,04/01/2021,04/30/2021,3.54643883,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,16,04/01/2021,04/30/2021,0.622376077,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,17,05/01/2021,05/31/2021,44.976499276,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,17,05/01/2021,05/31/2021,3.000318055,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,17,05/01/2021,05/31/2021,2.798883274,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,17,05/01/2021,05/31/2021,3.314839029,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,17,05/01/2021,05/31/2021,0.523023642,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,18,06/01/2021,06/30/2021,45.210876218,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,18,06/01/2021,06/30/2021,3.162263885,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,18,06/01/2021,06/30/2021,3.091913187,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,18,06/01/2021,06/30/2021,3.419043934,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,18,06/01/2021,06/30/2021,0.643708889,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,19,07/01/2021,07/31/2021,44.540428473,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,19,07/01/2021,07/31/2021,2.98894264,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,19,07/01/2021,07/31/2021,2.712508639,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,19,07/01/2021,07/31/2021,3.05805114,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,19,07/01/2021,07/31/2021,0.559778853,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,20,08/01/2021,08/31/2021,42.47637991,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,20,08/01/2021,08/31/2021,2.797944638,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,20,08/01/2021,08/31/2021,2.433283607,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,20,08/01/2021,08/31/2021,2.400132604,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,20,08/01/2021,08/31/2021,0.546991546,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,21,09/01/2021,09/30/2021,41.872424231,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,21,09/01/2021,09/30/2021,2.924979029,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,21,09/01/2021,09/30/2021,2.574856851,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,21,09/01/2021,09/30/2021,1.528137423,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,21,09/01/2021,09/30/2021,0.499653525,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,22,10/01/2021,10/31/2021,43.049510843,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,22,10/01/2021,10/31/2021,3.009336756,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,22,10/01/2021,10/31/2021,2.6596734,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,22,10/01/2021,10/31/2021,1.606963509,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,22,10/01/2021,10/31/2021,0.55797344,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,23,11/01/2021,11/30/2021,42.659224953,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,23,11/01/2021,11/30/2021,2.695641848,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,23,11/01/2021,11/30/2021,2.430431857,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,23,11/01/2021,11/30/2021,1.401258758,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,23,11/01/2021,11/30/2021,0.482919685,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,24,12/01/2021,12/31/2021,40.403821886,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,24,12/01/2021,12/31/2021,1.993870561,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,24,12/01/2021,12/31/2021,1.806381828,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,24,12/01/2021,12/31/2021,1.22949342,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,24,12/01/2021,12/31/2021,0.342527492,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,25,01/01/2022,01/31/2022,41.33038856,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,25,01/01/2022,01/31/2022,2.186119638,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,25,01/01/2022,01/31/2022,1.733173617,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,25,01/01/2022,01/31/2022,1.242794041,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,25,01/01/2022,01/31/2022,0.441715954,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,26,02/01/2022,02/28/2022,41.351949009,Percent
5 2022,1,ED,All Opioids,Age,35-54 Years,26,02/01/2022,02/28/2022,2.514850627,Percent
5 2022,1,ED,Stimulants,Age,35-54 Years,26,02/01/2022,02/28/2022,2.302389108,Percent
5 2022,1,ED,Cannabis,Age,35-54 Years,26,02/01/2022,02/28/2022,1.474222781,Percent
5 2022,1,ED,Benzodiazepine,Age,35-54 Years,26,02/01/2022,02/28/2022,0.364219746,Percent
5 2022,1,ED,All Drugs,Age,35-54 Years,27,03/01/2022,03/31/2022,42.327208426,Percent
